Company Name,Exchange,Symbol,Company_Name,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
"Orchid Island Capital, Inc. (NYSE:ORC)",NYSE:ORC,ORC,"Orchid Island Capital, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
"CTO Realty Growth, Inc. (NYSE:CTO)",NYSE:CTO,CTO,"CTO Realty Growth, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
"One Liberty Properties, Inc. (NYSE:OLP)",NYSE:OLP,OLP,"One Liberty Properties, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
Farmland Partners Inc. (NYSE:FPI),NYSE:FPI,FPI,Farmland Partners Inc.,R.E.I.T.,Real Estate,6798,United States,United States,United States
Diversified Healthcare Trust (NasdaqGS:DHC),NasdaqGS:DHC,DHC,Diversified Healthcare Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
"New York Mortgage Trust, Inc. (NasdaqGS:NYMT)",NasdaqGS:NYMT,NYMT,"New York Mortgage Trust, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
Community Healthcare Trust Incorporated (NYSE:CHCT),NYSE:CHCT,CHCT,Community Healthcare Trust Incorporated,R.E.I.T.,Real Estate,6798,United States,United States,United States
Global Medical REIT Inc. (NYSE:GMRE),NYSE:GMRE,GMRE,Global Medical REIT Inc.,R.E.I.T.,Real Estate,6798,United States,United States,United States
Universal Health Realty Income Trust (NYSE:UHT),NYSE:UHT,UHT,Universal Health Realty Income Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
Invesco Mortgage Capital Inc. (NYSE:IVR),NYSE:IVR,IVR,Invesco Mortgage Capital Inc.,R.E.I.T.,Financials,6798,United States,United States,United States
Net Lease Office Properties (NYSE:NLOP),NYSE:NLOP,NLOP,Net Lease Office Properties,R.E.I.T.,Real Estate,6798,United States,United States,United States
Chatham Lodging Trust (NYSE:CLDT),NYSE:CLDT,CLDT,Chatham Lodging Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
"Hudson Pacific Properties, Inc. (NYSE:HPP)",NYSE:HPP,HPP,"Hudson Pacific Properties, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
Service Properties Trust (NasdaqGS:SVC),NasdaqGS:SVC,SVC,Service Properties Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
Peakstone Realty Trust (NYSE:PKST),NYSE:PKST,PKST,Peakstone Realty Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
Gladstone Land Corporation (NasdaqGM:LAND),NasdaqGM:LAND,LAND,Gladstone Land Corporation,R.E.I.T.,Real Estate,6798,United States,United States,United States
BRT Apartments Corp. (NYSE:BRT),NYSE:BRT,BRT,BRT Apartments Corp.,R.E.I.T.,Real Estate,6798,United States,United States,United States
Ares Commercial Real Estate Corporation (NYSE:ACRE),NYSE:ACRE,ACRE,Ares Commercial Real Estate Corporation,R.E.I.T.,Financials,6798,United States,United States,United States
"Postal Realty Trust, Inc. (NYSE:PSTL)",NYSE:PSTL,PSTL,"Postal Realty Trust, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
"Chicago Atlantic Real Estate Finance, Inc. (NasdaqGM:REFI)",NasdaqGM:REFI,REFI,"Chicago Atlantic Real Estate Finance, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
"NexPoint Real Estate Finance, Inc. (NYSE:NREF)",NYSE:NREF,NREF,"NexPoint Real Estate Finance, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
NexPoint Diversified Real Estate Trust (NYSE:NXDT),NYSE:NXDT,NXDT,NexPoint Diversified Real Estate Trust,R.E.I.T.,Real Estate,6726,United States,United States,United States
Industrial Logistics Properties Trust (NasdaqGS:ILPT),NasdaqGS:ILPT,ILPT,Industrial Logistics Properties Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
"Alpine Income Property Trust, Inc. (NYSE:PINE)",NYSE:PINE,PINE,"Alpine Income Property Trust, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
"Angel Oak Mortgage REIT, Inc. (NYSE:AOMR)",NYSE:AOMR,AOMR,"Angel Oak Mortgage REIT, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
Orion Office REIT Inc. (NYSE:ONL),NYSE:ONL,ONL,Orion Office REIT Inc.,R.E.I.T.,Real Estate,6798,United States,United States,United States
Braemar Hotels & Resorts Inc. (NYSE:BHR),NYSE:BHR,BHR,Braemar Hotels & Resorts Inc.,R.E.I.T.,Real Estate,6798,United States,United States,United States
"AG Mortgage Investment Trust, Inc. (NYSE:MITT)",NYSE:MITT,MITT,"AG Mortgage Investment Trust, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
Seven Hills Realty Trust (NasdaqCM:SEVN),NasdaqCM:SEVN,SEVN,Seven Hills Realty Trust,R.E.I.T.,Financials,6726,United States,United States,United States
Equity Commonwealth (NYSE:EQC),NYSE:EQC,EQC,Equity Commonwealth,R.E.I.T.,Real Estate,6798,United States,United States,United States
Franklin Street Properties Corp. (NYSEAM:FSP),NYSEAM:FSP,FSP,Franklin Street Properties Corp.,R.E.I.T.,Real Estate,6798,United States,United States,United States
Advanced Flower Capital Inc. (NasdaqGM:AFCG),NasdaqGM:AFCG,AFCG,Advanced Flower Capital Inc.,R.E.I.T.,Financials,6798,United States,United States,United States
"Modiv Industrial, Inc. (NYSE:MDV)",NYSE:MDV,MDV,"Modiv Industrial, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
Granite Point Mortgage Trust Inc. (NYSE:GPMT),NYSE:GPMT,GPMT,Granite Point Mortgage Trust Inc.,R.E.I.T.,Financials,6798,United States,United States,United States
Rithm Property Trust Inc. (NYSE:RPT),NYSE:RPT,RPT,Rithm Property Trust Inc.,R.E.I.T.,Financials,6798,United States,United States,United States
"Lument Finance Trust, Inc. (NYSE:LFT)",NYSE:LFT,LFT,"Lument Finance Trust, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
ACRES Commercial Realty Corp. (NYSE:ACR),NYSE:ACR,ACR,ACRES Commercial Realty Corp.,R.E.I.T.,Financials,6798,United States,United States,United States
"Sunrise Realty Trust, Inc. (NasdaqCM:SUNS)",NasdaqCM:SUNS,SUNS,"Sunrise Realty Trust, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
Cherry Hill Mortgage Investment Corporation (NYSE:CHMI),NYSE:CHMI,CHMI,Cherry Hill Mortgage Investment Corporation,R.E.I.T.,Financials,6798,United States,United States,United States
"Strawberry Fields REIT, Inc. (NYSEAM:STRW)",NYSEAM:STRW,STRW,"Strawberry Fields REIT, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
Clipper Realty Inc. (NYSE:CLPR),NYSE:CLPR,CLPR,Clipper Realty Inc.,R.E.I.T.,Real Estate,6798,United States,United States,United States
"Manhattan Bridge Capital, Inc. (NasdaqCM:LOAN)",NasdaqCM:LOAN,LOAN,"Manhattan Bridge Capital, Inc.",R.E.I.T.,Financials,6798,United States,United States,United States
Sachem Capital Corp. (NYSEAM:SACH),NYSEAM:SACH,SACH,Sachem Capital Corp.,R.E.I.T.,Financials,6798,United States,United States,United States
"Global Self Storage, Inc. (NasdaqCM:SELF)",NasdaqCM:SELF,SELF,"Global Self Storage, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
Office Properties Income Trust (NasdaqGS:OPI),NasdaqGS:OPI,OPI,Office Properties Income Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
"Bluerock Homes Trust, Inc. (NYSEAM:BHM)",NYSEAM:BHM,BHM,"Bluerock Homes Trust, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
"MacKenzie Realty Capital, Inc. (NasdaqCM:MKZR)",NasdaqCM:MKZR,MKZR,"MacKenzie Realty Capital, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
"Ashford Hospitality Trust, Inc. (NYSE:AHT)",NYSE:AHT,AHT,"Ashford Hospitality Trust, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
Creative Media & Community Trust Corporation (NasdaqGM:CMCT),NasdaqGM:CMCT,CMCT,Creative Media & Community Trust Corporation,R.E.I.T.,Real Estate,6798,United States,United States,United States
InnSuites Hospitality Trust (NYSEAM:IHT),NYSEAM:IHT,IHT,InnSuites Hospitality Trust,R.E.I.T.,Real Estate,6798,United States,United States,United States
Sotherly Hotels Inc. (NasdaqGM:SOHO),NasdaqGM:SOHO,SOHO,Sotherly Hotels Inc.,R.E.I.T.,Real Estate,6798,United States,United States,United States
"Medalist Diversified REIT, Inc. (NasdaqCM:MDRR)",NasdaqCM:MDRR,MDRR,"Medalist Diversified REIT, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
"Presidio Property Trust, Inc. (NasdaqCM:SQFT)",NasdaqCM:SQFT,SQFT,"Presidio Property Trust, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
"Generation Income Properties, Inc. (NasdaqCM:GIPR)",NasdaqCM:GIPR,GIPR,"Generation Income Properties, Inc.",R.E.I.T.,Real Estate,6798,United States,United States,United States
Power REIT (NYSEAM:PW),NYSEAM:PW,PW,Power REIT,R.E.I.T.,Real Estate,6798,United States,United States,United States
Howard Hughes Holdings Inc. (NYSE:HHH),NYSE:HHH,HHH,Howard Hughes Holdings Inc.,Real Estate (Development),Real Estate,6798,United States,United States,United States
Forestar Group Inc. (NYSE:FOR),NYSE:FOR,FOR,Forestar Group Inc.,Real Estate (Development),Real Estate,6552,United States,United States,United States
"Maui Land & Pineapple Company, Inc. (NYSE:MLP)",NYSE:MLP,MLP,"Maui Land & Pineapple Company, Inc.",Real Estate (Development),Real Estate,6552,United States,United States,United States
Stratus Properties Inc. (NasdaqGS:STRS),NasdaqGS:STRS,STRS,Stratus Properties Inc.,Real Estate (Development),Real Estate,6552,United States,United States,United States
AMREP Corporation (NYSE:AXR),NYSE:AXR,AXR,AMREP Corporation,Real Estate (Development),Real Estate,6552,United States,United States,United States
Star Holdings (NasdaqGM:STHO),NasdaqGM:STHO,STHO,Star Holdings,Real Estate (Development),Real Estate,6510,United States,United States,United States
Alset Inc. (NasdaqCM:AEI),NasdaqCM:AEI,AEI,Alset Inc.,Real Estate (Development),Real Estate,6552,United States,United States,United States
Safe and Green Development Corporation (NasdaqCM:SGD),NasdaqCM:SGD,SGD,Safe and Green Development Corporation,Real Estate (Development),Real Estate,6552,United States,United States,United States
The St. Joe Company (NYSE:JOE),NYSE:JOE,JOE,The St. Joe Company,Real Estate (General/Diversified),Real Estate,7011,United States,United States,United States
Tejon Ranch Co. (NYSE:TRC),NYSE:TRC,TRC,Tejon Ranch Co.,Real Estate (General/Diversified),Real Estate,0100,United States,United States,United States
The RMR Group Inc. (NasdaqCM:RMR),NasdaqCM:RMR,RMR,The RMR Group Inc.,Real Estate (General/Diversified),Real Estate,8741,United States,United States,United States
"Five Point Holdings, LLC (NYSE:FPH)",NYSE:FPH,FPH,"Five Point Holdings, LLC",Real Estate (General/Diversified),Real Estate,6552,United States,United States,United States
"Comstock Holding Companies, Inc. (NasdaqCM:CHCI)",NasdaqCM:CHCI,CHCI,"Comstock Holding Companies, Inc.",Real Estate (General/Diversified),Real Estate,6500,United States,United States,United States
"CBRE Group, Inc. (NYSE:CBRE)",NYSE:CBRE,CBRE,"CBRE Group, Inc.",Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"CoStar Group, Inc. (NasdaqGS:CSGP)",NasdaqGS:CSGP,CSGP,"CoStar Group, Inc.",Real Estate (Operations & Services),Real Estate,7370,United States,United States,United States
"Zillow Group, Inc. (NasdaqGS:ZG)",NasdaqGS:ZG,ZG,"Zillow Group, Inc.",Real Estate (Operations & Services),Real Estate,7370,United States,United States,United States
Jones Lang LaSalle Incorporated (NYSE:JLL),NYSE:JLL,JLL,Jones Lang LaSalle Incorporated,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"Compass, Inc. (NYSE:COMP)",NYSE:COMP,COMP,"Compass, Inc.",Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"Newmark Group, Inc. (NasdaqGS:NMRK)",NasdaqGS:NMRK,NMRK,"Newmark Group, Inc.",Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"eXp World Holdings, Inc. (NasdaqGM:EXPI)",NasdaqGM:EXPI,EXPI,"eXp World Holdings, Inc.",Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"Marcus & Millichap, Inc. (NYSE:MMI)",NYSE:MMI,MMI,"Marcus & Millichap, Inc.",Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"Kennedy-Wilson Holdings, Inc. (NYSE:KW)",NYSE:KW,KW,"Kennedy-Wilson Holdings, Inc.",Real Estate (Operations & Services),Real Estate,6510,United States,United States,United States
Opendoor Technologies Inc. (NasdaqGS:OPEN),NasdaqGS:OPEN,OPEN,Opendoor Technologies Inc.,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
LandBridge Company LLC (NYSE:LB),NYSE:LB,LB,LandBridge Company LLC,Real Estate (Operations & Services),Real Estate,6792,United States,United States,United States
Redfin Corporation (NasdaqGS:RDFN),NasdaqGS:RDFN,RDFN,Redfin Corporation,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
The Real Brokerage Inc. (NasdaqCM:REAX),NasdaqCM:REAX,REAX,The Real Brokerage Inc.,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"FRP Holdings, Inc. (NasdaqGS:FRPH)",NasdaqGS:FRPH,FRPH,"FRP Holdings, Inc.",Real Estate (Operations & Services),Real Estate,6513,United States,United States,United States
Anywhere Real Estate Inc. (NYSE:HOUS),NYSE:HOUS,HOUS,Anywhere Real Estate Inc.,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
Seaport Entertainment Group Inc. (NYSEAM:SEG),NYSEAM:SEG,SEG,Seaport Entertainment Group Inc.,Real Estate (Operations & Services),Real Estate,7990,United States,United States,United States
Logistic Properties of the Americas (NYSEAM:LPA),NYSEAM:LPA,LPA,Logistic Properties of the Americas,Real Estate (Operations & Services),Real Estate,6512,United States,United States,United States
"Belpointe PREP, LLC (NYSEAM:OZ)",NYSEAM:OZ,OZ,"Belpointe PREP, LLC",Real Estate (Operations & Services),Real Estate,6798,United States,United States,United States
"Transcontinental Realty Investors, Inc. (NYSE:TCI)",NYSE:TCI,TCI,"Transcontinental Realty Investors, Inc.",Real Estate (Operations & Services),Real Estate,6513,United States,United States,United States
"American Realty Investors, Inc. (NYSE:ARL)",NYSE:ARL,ARL,"American Realty Investors, Inc.",Real Estate (Operations & Services),Real Estate,6512,United States,United States,United States
Seritage Growth Properties (NYSE:SRG),NYSE:SRG,SRG,Seritage Growth Properties,Real Estate (Operations & Services),Real Estate,6512,United States,United States,United States
"RE/MAX Holdings, Inc. (NYSE:RMAX)",NYSE:RMAX,RMAX,"RE/MAX Holdings, Inc.",Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
Douglas Elliman Inc. (NYSE:DOUG),NYSE:DOUG,DOUG,Douglas Elliman Inc.,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"J.W. Mays, Inc. (NasdaqCM:MAYS)",NasdaqCM:MAYS,MAYS,"J.W. Mays, Inc.",Real Estate (Operations & Services),Real Estate,6512,United States,United States,United States
Offerpad Solutions Inc. (NYSE:OPAD),NYSE:OPAD,OPAD,Offerpad Solutions Inc.,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"Rafael Holdings, Inc. (NYSE:RFL)",NYSE:RFL,RFL,"Rafael Holdings, Inc.",Real Estate (Operations & Services),Real Estate,2836,United States,United States,United States
Fathom Holdings Inc. (NasdaqCM:FTHM),NasdaqCM:FTHM,FTHM,Fathom Holdings Inc.,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
The InterGroup Corporation (NasdaqCM:INTG),NasdaqCM:INTG,INTG,The InterGroup Corporation,Real Estate (Operations & Services),Real Estate,7011,United States,United States,United States
Real Messenger Corporation (NasdaqCM:RMSG),NasdaqCM:RMSG,RMSG,Real Messenger Corporation,Real Estate (Operations & Services),Real Estate,7370,United States,United States,United States
"CKX Lands, Inc. (NYSEAM:CKX)",NYSEAM:CKX,CKX,"CKX Lands, Inc.",Real Estate (Operations & Services),Real Estate,6519,United States,United States,United States
American Strategic Investment Co. (NYSE:NYC),NYSE:NYC,NYC,American Strategic Investment Co.,Real Estate (Operations & Services),Real Estate,6512,United States,United States,United States
"Gyrodyne, LLC (NasdaqCM:GYRO)",NasdaqCM:GYRO,GYRO,"Gyrodyne, LLC",Real Estate (Operations & Services),Real Estate,6512,United States,United States,United States
La Rosa Holdings Corp. (NasdaqCM:LRHC),NasdaqCM:LRHC,LRHC,La Rosa Holdings Corp.,Real Estate (Operations & Services),Real Estate,6531,United States,United States,United States
"New Concept Energy, Inc. (NYSEAM:GBR)",NYSEAM:GBR,GBR,"New Concept Energy, Inc.",Real Estate (Operations & Services),Real Estate,6510,United States,United States,United States
Avalon GloboCare Corp. (NasdaqCM:ALBT),NasdaqCM:ALBT,ALBT,Avalon GloboCare Corp.,Real Estate (Operations & Services),Real Estate,6512,United States,United States,United States
LuxUrban Hotels Inc. (NasdaqCM:LUXH),NasdaqCM:LUXH,LUXH,LuxUrban Hotels Inc.,Real Estate (Operations & Services),Real Estate,6513,United States,United States,United States
"Planet Fitness, Inc. (NYSE:PLNT)",NYSE:PLNT,PLNT,"Planet Fitness, Inc.",Recreation,Consumer Discretionary,7997,United States,United States,United States
"Hasbro, Inc. (NasdaqGS:HAS)",NasdaqGS:HAS,HAS,"Hasbro, Inc.",Recreation,Consumer Discretionary,3944,United States,United States,United States
"Vail Resorts, Inc. (NYSE:MTN)",NYSE:MTN,MTN,"Vail Resorts, Inc.",Recreation,Consumer Discretionary,7990,United States,United States,United States
"Mattel, Inc. (NasdaqGS:MAT)",NasdaqGS:MAT,MAT,"Mattel, Inc.",Recreation,Consumer Discretionary,3942,United States,United States,United States
Six Flags Entertainment Corporation (NYSE:FUN),NYSE:FUN,FUN,Six Flags Entertainment Corporation,Recreation,Consumer Discretionary,7996,United States,United States,United States
"Life Time Group Holdings, Inc. (NYSE:LTH)",NYSE:LTH,LTH,"Life Time Group Holdings, Inc.",Recreation,Consumer Discretionary,7990,United States,United States,United States
Acushnet Holdings Corp. (NYSE:GOLF),NYSE:GOLF,GOLF,Acushnet Holdings Corp.,Recreation,Consumer Discretionary,3949,United States,United States,United States
Brunswick Corporation (NYSE:BC),NYSE:BC,BC,Brunswick Corporation,Recreation,Consumer Discretionary,3510,United States,United States,United States
"Peloton Interactive, Inc. (NasdaqGS:PTON)",NasdaqGS:PTON,PTON,"Peloton Interactive, Inc.",Recreation,Consumer Discretionary,7370,United States,United States,United States
"YETI Holdings, Inc. (NYSE:YETI)",NYSE:YETI,YETI,"YETI Holdings, Inc.",Recreation,Consumer Discretionary,3949,United States,United States,United States
Polaris Inc. (NYSE:PII),NYSE:PII,PII,Polaris Inc.,Recreation,Consumer Discretionary,3790,United States,United States,United States
United Parks & Resorts Inc. (NYSE:PRKS),NYSE:PRKS,PRKS,United Parks & Resorts Inc.,Recreation,Consumer Discretionary,7996,United States,United States,United States
Lucky Strike Entertainment Corporation (NYSE:LUCK),NYSE:LUCK,LUCK,Lucky Strike Entertainment Corporation,Recreation,Consumer Discretionary,7900,United States,United States,United States
Topgolf Callaway Brands Corp. (NYSE:MODG),NYSE:MODG,MODG,Topgolf Callaway Brands Corp.,Recreation,Consumer Discretionary,3949,United States,United States,United States
"Dave & Buster's Entertainment, Inc. (NasdaqGS:PLAY)",NasdaqGS:PLAY,PLAY,"Dave & Buster's Entertainment, Inc.",Recreation,Consumer Discretionary,7990,United States,United States,United States
"Revelyst, Inc. (NYSE:GEAR)",NYSE:GEAR,GEAR,"Revelyst, Inc.",Recreation,Consumer Discretionary,3949,United States,United States,United States
"Latham Group, Inc. (NasdaqGS:SWIM)",NasdaqGS:SWIM,SWIM,"Latham Group, Inc.",Recreation,Consumer Discretionary,3949,United States,United States,United States
"Malibu Boats, Inc. (NasdaqGM:MBUU)",NasdaqGM:MBUU,MBUU,"Malibu Boats, Inc.",Recreation,Consumer Discretionary,3730,United States,United States,United States
"Funko, Inc. (NasdaqGS:FNKO)",NasdaqGS:FNKO,FNKO,"Funko, Inc.",Recreation,Consumer Discretionary,3942,United States,United States,United States
"Sturm, Ruger & Company, Inc. (NYSE:RGR)",NYSE:RGR,RGR,"Sturm, Ruger & Company, Inc.",Recreation,Consumer Discretionary,3480,United States,United States,United States
"Smith & Wesson Brands, Inc. (NasdaqGS:SWBI)",NasdaqGS:SWBI,SWBI,"Smith & Wesson Brands, Inc.",Recreation,Consumer Discretionary,3480,United States,United States,United States
"Xponential Fitness, Inc. (NYSE:XPOF)",NYSE:XPOF,XPOF,"Xponential Fitness, Inc.",Recreation,Consumer Discretionary,7990,United States,United States,United States
Johnson Outdoors Inc. (NasdaqGS:JOUT),NasdaqGS:JOUT,JOUT,Johnson Outdoors Inc.,Recreation,Consumer Discretionary,3690,United States,United States,United States
"MasterCraft Boat Holdings, Inc. (NasdaqGM:MCFT)",NasdaqGM:MCFT,MCFT,"MasterCraft Boat Holdings, Inc.",Recreation,Consumer Discretionary,3730,United States,United States,United States
Marine Products Corporation (NYSE:MPX),NYSE:MPX,MPX,Marine Products Corporation,Recreation,Consumer Discretionary,3730,United States,United States,United States
"JAKKS Pacific, Inc. (NasdaqGS:JAKK)",NasdaqGS:JAKK,JAKK,"JAKKS Pacific, Inc.",Recreation,Consumer Discretionary,3940,United States,United States,United States
"Escalade, Incorporated (NasdaqGM:ESCA)",NasdaqGM:ESCA,ESCA,"Escalade, Incorporated",Recreation,Consumer Discretionary,3949,United States,United States,United States
"American Outdoor Brands, Inc. (NasdaqGS:AOUT)",NasdaqGS:AOUT,AOUT,"American Outdoor Brands, Inc.",Recreation,Consumer Discretionary,3949,United States,United States,United States
Clarus Corporation (NasdaqGS:CLAR),NasdaqGS:CLAR,CLAR,Clarus Corporation,Recreation,Consumer Discretionary,3949,United States,United States,United States
"AMMO, Inc. (NasdaqCM:POWW)",NasdaqCM:POWW,POWW,"AMMO, Inc.",Recreation,Consumer Discretionary,3480,United States,United States,United States
"Solo Brands, Inc. (NYSE:DTC)",NYSE:DTC,DTC,"Solo Brands, Inc.",Recreation,Consumer Discretionary,3630,United States,United States,United States
Allied Gaming & Entertainment Inc. (NasdaqCM:AGAE),NasdaqCM:AGAE,AGAE,Allied Gaming & Entertainment Inc.,Recreation,Consumer Discretionary,7900,United States,United States,United States
"SRM Entertainment, Inc. (NasdaqCM:SRM)",NasdaqCM:SRM,SRM,"SRM Entertainment, Inc.",Recreation,Consumer Discretionary,3944,United States,United States,United States
Hall of Fame Resort & Entertainment Company (NasdaqCM:HOFV),NasdaqCM:HOFV,HOFV,Hall of Fame Resort & Entertainment Company,Recreation,Consumer Discretionary,7900,United States,United States,United States
Twin Vee Powercats Co. (NasdaqCM:VEEE),NasdaqCM:VEEE,VEEE,Twin Vee Powercats Co.,Recreation,Consumer Discretionary,3730,United States,United States,United States
Interactive Strength Inc. (NasdaqCM:TRNR),NasdaqCM:TRNR,TRNR,Interactive Strength Inc.,Recreation,Consumer Discretionary,3949,United States,United States,United States
"Sacks Parente Golf, Inc. (NasdaqCM:SPGC)",NasdaqCM:SPGC,SPGC,"Sacks Parente Golf, Inc.",Recreation,Consumer Discretionary,3949,United States,United States,United States
"Reinsurance Group of America, Incorporated (NYSE:RGA)",NYSE:RGA,RGA,"Reinsurance Group of America, Incorporated",Reinsurance,Financials,6311,United States,United States,United States
McDonald's Corporation (NYSE:MCD),NYSE:MCD,MCD,McDonald's Corporation,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
Starbucks Corporation (NasdaqGS:SBUX),NasdaqGS:SBUX,SBUX,Starbucks Corporation,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Chipotle Mexican Grill, Inc. (NYSE:CMG)",NYSE:CMG,CMG,"Chipotle Mexican Grill, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"DoorDash, Inc. (NasdaqGS:DASH)",NasdaqGS:DASH,DASH,"DoorDash, Inc.",Restaurant/Dining,Consumer Discretionary,7370,United States,United States,United States
"Yum! Brands, Inc. (NYSE:YUM)",NYSE:YUM,YUM,"Yum! Brands, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Darden Restaurants, Inc. (NYSE:DRI)",NYSE:DRI,DRI,"Darden Restaurants, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Domino's Pizza, Inc. (NasdaqGM:DPZ)",NasdaqGM:DPZ,DPZ,"Domino's Pizza, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"CAVA Group, Inc. (NYSE:CAVA)",NYSE:CAVA,CAVA,"CAVA Group, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Texas Roadhouse, Inc. (NasdaqGS:TXRH)",NasdaqGS:TXRH,TXRH,"Texas Roadhouse, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
Aramark (NYSE:ARMK),NYSE:ARMK,ARMK,Aramark,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
Wingstop Inc. (NasdaqGS:WING),NasdaqGS:WING,WING,Wingstop Inc.,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
Dutch Bros Inc. (NYSE:BROS),NYSE:BROS,BROS,Dutch Bros Inc.,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Brinker International, Inc. (NYSE:EAT)",NYSE:EAT,EAT,"Brinker International, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
Shake Shack Inc. (NYSE:SHAK),NYSE:SHAK,SHAK,Shake Shack Inc.,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Sweetgreen, Inc. (NYSE:SG)",NYSE:SG,SG,"Sweetgreen, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
The Wendy's Company (NasdaqGS:WEN),NasdaqGS:WEN,WEN,The Wendy's Company,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
The Cheesecake Factory Incorporated (NasdaqGS:CAKE),NasdaqGS:CAKE,CAKE,The Cheesecake Factory Incorporated,Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Krispy Kreme, Inc. (NasdaqGS:DNUT)",NasdaqGS:DNUT,DNUT,"Krispy Kreme, Inc.",Restaurant/Dining,Consumer Discretionary,5400,United States,United States,United States
"Papa John's International, Inc. (NasdaqGS:PZZA)",NasdaqGS:PZZA,PZZA,"Papa John's International, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Cracker Barrel Old Country Store, Inc. (NasdaqGS:CBRL)",NasdaqGS:CBRL,CBRL,"Cracker Barrel Old Country Store, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"First Watch Restaurant Group, Inc. (NasdaqGS:FWRG)",NasdaqGS:FWRG,FWRG,"First Watch Restaurant Group, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Kura Sushi USA, Inc. (NasdaqGM:KRUS)",NasdaqGM:KRUS,KRUS,"Kura Sushi USA, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"Bloomin' Brands, Inc. (NasdaqGS:BLMN)",NasdaqGS:BLMN,BLMN,"Bloomin' Brands, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
"BJ's Restaurants, Inc. (NasdaqGS:BJRI)",NasdaqGS:BJRI,BJRI,"BJ's Restaurants, Inc.",Restaurant/Dining,Consumer Discretionary,5812,United States,United States,United States
